STATE_CODE,SHRP_ID,CONSTRUCTION_NO,GPS_SPS,EXPERIMENT_NO,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG_LONG_CRACK_LENGTH_AC,PATCH_A,POTHOLES_A,BLEEDING,RAVELING,MAX_MEAN_DEPTH_WIRE_REF,LLH_DEPTH_WIRE_REF_MEAN,RLH_DEPTH_WIRE_REF_MEAN,BOUND_THICKNESS_CM,PLASTICITY_INDEX,PERCENT_FINER_02,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR
50,1002,1,G,1,2001-06-05,1.439,1.279,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-06-05,1.439,1.279,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-06-05,1.439,1.279,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2002-02-07,1.497,1.373,ACUB,35.0,20.0,2474.0,208.0,0.0,0.0,244.0,91.5,15,15,14,8.5,,,2002,290.0,63.0,501002,548,7.1,1015.9,1984-08-01,VT
50,1002,1,G,1,2002-02-07,1.497,1.373,ACUB,35.0,20.0,2474.0,208.0,0.0,0.0,244.0,91.5,15,15,14,8.5,,,2002,290.0,63.0,501002,548,7.1,1015.9,1984-08-01,VT
50,1002,1,G,1,2002-02-07,1.497,1.373,ACUB,35.0,20.0,2474.0,208.0,0.0,0.0,244.0,91.5,15,15,14,8.5,,,2002,290.0,63.0,501002,548,7.1,1015.9,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.507,1.366,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.507,1.366,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.507,1.366,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.515,1.373,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.515,1.373,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.515,1.373,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.503,1.368,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.503,1.368,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.503,1.368,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.527,1.338,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.527,1.338,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
50,1002,1,G,1,2001-03-20,1.527,1.338,ACUB,32.0,11.0,2782.0,2973.0,0.0,0.0,0.0,76.2,15,15,13,8.5,,,2001,320.0,84.0,501002,582,7.5,767.1,1984-08-01,VT
